specialization,fee,wait_time,num_patients,location,experience_years,experience_level_category,avg_patient_handling_capacity,num_appointments_today,appointment_load,previous_day_availability,is_available_today,shift_duration_hours,day,month,weekday,is_weekend,doctor_Name
64,0.09795209586452347,0.0,-0.4222268285847147,3,2.361486623583618,2,0.9369804416573035,0.22040933379065103,-0.1831058014538199,1,1,-1.2532775517123995,24,1,2,0,1873
60,0.7810858268689741,0.0,2.0971976340986953,3,-0.5429395340489864,1,-0.8451196140438427,0.4856427190699636,0.7806234014720707,1,0,-1.2532775517123995,25,1,3,0,510
64,0.7810858268689741,0.0,-0.5827362369012914,3,-0.5429395340489864,1,-0.8451196140438427,-1.4594021063116618,-1.271187159595941,1,0,-0.0066553834461929055,26,1,4,0,1872
64,1.2080444087467557,0.0,-0.09547553308311206,3,-0.686367986277757,1,-0.8451196140438427,0.4856427190699636,0.7806234014720707,1,0,0.6166557006869104,27,1,5,1,1274
70,1.2080444087467557,0.0,2.0971976340986953,3,-0.18436840347706004,2,0.9369804416573035,1.7233985170400887,0.873887517884253,1,0,-0.6299664675792962,28,1,6,1,76
64,1.2080444087467557,0.0,-0.6515259833226815,3,-1.188367569078454,0,-2.627219669744989,-1.0173464641794743,-0.05875364623757039,0,1,-1.8765886358455028,29,1,0,0,1809
19,1.6350029906245374,0.0,1.297516831950036,3,-0.7580822123921422,1,-0.8451196140438427,-1.3709909778852243,-1.1779230431837586,1,1,-1.2532775517123995,30,1,1,0,2092
64,-0.9267485006421525,0.0,1.5497459021617996,3,-0.7580822123921422,1,-0.8451196140438427,1.0161094896285887,1.3402080999451649,1,0,-0.0066553834461929055,31,1,2,0,702
64,0.7810858268689741,0.0,2.0971976340986953,3,-0.18436840347706004,2,0.9369804416573035,-0.04482405148866151,-0.36963403427818453,0,0,-0.0066553834461929055,1,2,3,0,499
71,2.4889201543801005,0.0,0.9363706632377384,3,0.7479165360099486,2,0.9369804416573035,-0.8405242073265992,-0.9292187327512786,0,0,-1.2532775517123995,2,2,4,0,694
64,-0.07283133688658919,0.0,-0.6572584621911306,3,-0.9732248907352982,1,-0.8451196140438427,-0.4868796936208491,-0.24528187906193524,0,0,-0.0066553834461929055,3,2,5,1,713
64,1.2080444087467557,0.0,2.0971976340986953,3,-0.9015106646209129,1,-0.8451196140438427,1.0161094896285887,1.3402080999451649,1,0,1.2399667848200138,4,2,6,1,779
64,-0.9267485006421525,0.0,-0.668723419928029,3,-0.9732248907352982,1,-0.8451196140438427,0.6624649759228386,0.9671516342964355,1,0,-0.0066553834461929055,5,2,0,0,1639
64,1.6350029906245374,0.0,2.0971976340986953,3,1.106487666581875,2,0.9369804416573035,0.13199820536421353,-0.24528187906193524,1,1,-0.6299664675792962,6,2,1,0,338
70,-0.07283133688658919,0.0,0.16248601599710055,3,-0.686367986277757,1,-0.8451196140438427,-0.31005743676797404,-0.05875364623757039,1,0,0.6166557006869104,7,2,2,0,515
58,1.6350029906245374,0.0,0.6898740718944241,3,-0.18436840347706004,2,0.9369804416573035,0.4856427190699636,0.003422431370544948,1,1,1.863277868953117,8,2,3,0,1170
64,1.6350029906245374,0.0,-0.6171311101119865,3,-0.18436840347706004,2,0.9369804416573035,-1.1941687210323493,-1.1779230431837586,1,1,-0.0066553834461929055,9,2,4,0,706
64,-0.9267485006421525,0.0,-0.3075772512157313,3,-0.8297964385065276,1,-0.8451196140438427,0.4856427190699636,0.7806234014720707,0,0,-1.2532775517123995,10,2,5,1,1035
64,0.7810858268689741,0.0,-0.6744558987964782,3,-0.686367986277757,1,-0.8451196140438427,0.3972315906435261,0.6873592850598882,0,0,0.6166557006869104,11,2,6,1,1544
64,-0.9267485006421525,0.0,-0.5483413636905964,3,-0.5429395340489864,1,-0.8451196140438427,-0.9289353357530367,-0.7116024611228469,1,0,-0.0066553834461929055,12,2,0,0,634
59,0.26873552861563615,0.0,0.4376450016826607,3,2.361486623583618,2,0.9369804416573035,-0.13323517991509903,-0.43181011188629986,1,1,-0.6299664675792962,13,2,1,0,1567
64,1.6350029906245374,0.0,0.5465621001831948,3,0.030774274866095797,2,0.9369804416573035,-0.8405242073265992,-0.9292187327512786,1,1,-1.2532775517123995,14,2,2,0,497
66,0.7810858268689741,0.0,-0.330507166689528,3,-0.6146537601633717,1,-0.8451196140438427,-0.6637019504737242,-0.43181011188629986,1,1,-1.8765886358455028,15,2,3,0,592
64,1.6350029906245374,0.0,-0.2559849413996888,3,-0.9732248907352982,1,-0.8451196140438427,-1.1057575926059118,-0.8981306939472116,1,1,-0.6299664675792962,16,2,4,0,1932
64,1.2080444087467557,0.0,0.4089826073404148,3,-0.3277968557058306,1,0.9369804416573035,1.7233985170400887,0.873887517884253,0,0,-1.2532775517123995,17,2,5,1,991
64,0.7810858268689741,0.0,0.35165781865592316,3,-0.5429395340489864,1,-0.8451196140438427,-1.4594021063116618,-1.271187159595941,0,0,-0.6299664675792962,18,2,6,1,312
64,1.2080444087467557,0.0,2.0971976340986953,3,0.8913449882387192,2,0.9369804416573035,0.9276983612021512,0.3143028194111589,1,0,1.2399667848200138,19,2,0,0,609
18,1.2080444087467557,0.0,0.07076635410191384,3,-0.47122530793460116,1,-0.8451196140438427,0.6624649759228386,0.9671516342964355,0,0,-0.6299664675792962,20,2,1,0,703
64,1.6350029906245374,0.0,2.0971976340986953,3,0.3893454054380222,2,0.9369804416573035,-0.8405242073265992,-0.9292187327512786,1,1,0.6166557006869104,21,2,2,0,2458
64,-0.07283133688658919,0.0,2.0971976340986953,3,-0.3277968557058306,1,0.9369804416573035,-1.7246354915909743,-1.550979508832488,1,0,-1.2532775517123995,22,2,3,0,2063
64,0.7810858268689741,0.0,0.7070715084997716,3,0.7479165360099486,2,0.9369804416573035,1.5465762601872137,0.7495353626679478,1,0,-1.8765886358455028,23,2,4,0,180
64,0.7810858268689741,0.0,0.3917851707350673,3,0.7479165360099486,2,0.9369804416573035,0.30882046221708853,-0.12092972384568572,0,0,-0.0066553834461929055,24,2,5,1,2234
60,-0.9267485006421525,0.0,-0.6228635889804356,3,-1.0449391168496833,0,-0.8451196140438427,0.9276983612021512,1.2469439835329823,0,0,-1.8765886358455028,25,2,6,1,1846
64,1.6350029906245374,0.0,0.07649883297036301,3,0.3893454054380222,2,0.9369804416573035,0.4856427190699636,0.003422431370544948,1,1,-0.0066553834461929055,26,2,0,0,2513
64,0.7810858268689741,0.0,1.022357846264476,3,-0.5429395340489864,1,-0.8451196140438427,-1.3709909778852243,-1.1779230431837586,0,1,1.863277868953117,27,2,1,0,113
64,0.35412724499119247,0.0,-0.21012511045209545,3,-0.47122530793460116,1,-0.8451196140438427,-0.04482405148866151,0.2210387029989765,0,0,0.6166557006869104,28,2,2,0,2365
64,0.7810858268689741,0.0,-0.1069404908200104,3,-0.5429395340489864,1,-0.8451196140438427,-0.8405242073265992,-0.6183383447106645,1,0,1.863277868953117,29,2,3,0,454
64,0.35412724499119247,0.0,1.8019749723735632,3,-0.686367986277757,1,-0.8451196140438427,1.1045206180550262,1.4334722163573472,0,0,-1.2532775517123995,1,3,4,0,452
64,0.09795209586452347,0.0,2.0971976340986953,3,0.030774274866095797,2,0.9369804416573035,1.5465762601872137,0.7495353626679478,0,0,-0.0066553834461929055,2,3,5,1,1207
64,-0.07283133688658919,0.0,0.3401928609190248,3,2.361486623583618,2,0.9369804416573035,0.5740538474964011,0.06559850897867892,1,1,1.2399667848200138,3,3,6,1,2403
58,1.6350029906245374,0.0,-0.3247746878210788,3,-0.686367986277757,1,-0.8451196140438427,1.1929317464814637,1.5267363327695291,1,0,1.2399667848200138,4,3,0,0,1577
64,-0.9267485006421525,0.0,2.0971976340986953,3,0.7479165360099486,2,0.9369804416573035,-0.4868796936208491,-0.6805144223187799,0,0,-0.0066553834461929055,5,3,1,0,2406
64,1.2080444087467557,0.0,0.752931339447365,3,-0.5429395340489864,1,-0.8451196140438427,1.0161094896285887,1.3402080999451649,1,0,-0.0066553834461929055,6,3,2,0,861
64,0.35412724499119247,0.0,0.001976607680523813,3,-1.0449391168496833,0,-0.8451196140438427,0.043587076937776005,0.3143028194111589,0,1,-0.6299664675792962,7,3,3,0,2069
64,0.7810858268689741,0.0,2.0971976340986953,3,0.24591695320925164,2,0.9369804416573035,-1.3709909778852243,-1.302275198400008,1,1,0.6166557006869104,8,3,4,0,551
18,2.061961572502319,0.0,1.1370074236334593,3,0.10248850098048108,2,0.9369804416573035,-1.2825798494587868,-1.2400991207918741,1,1,-1.2532775517123995,9,3,5,1,2098
64,1.2080444087467557,0.0,-0.3878319553740197,3,-0.04093995124828949,2,0.9369804416573035,1.5465762601872137,0.7495353626679478,1,0,1.2399667848200138,10,3,6,1,90
64,0.7810858268689741,0.0,-0.6228635889804356,3,-0.8297964385065276,1,-0.8451196140438427,0.13199820536421353,0.4075669358233413,1,0,-0.0066553834461929055,11,3,0,0,1634
64,-0.07283133688658919,0.0,-0.2215900681889938,3,-0.686367986277757,1,-0.8451196140438427,-0.22164630834153654,0.03451047017461183,0,0,-0.6299664675792962,12,3,1,0,1931
64,2.061961572502319,0.0,-0.364902039900223,3,1.4650587971538014,2,0.9369804416573035,-0.5752908220472867,-0.7426904999269138,1,1,0.6166557006869104,13,3,2,0,2565
64,0.35412724499119247,0.0,-0.6515259833226815,3,-0.3277968557058306,1,0.9369804416573035,-0.9289353357530367,-0.9913948103593938,1,0,1.2399667848200138,14,3,3,0,295
64,0.7810858268689741,0.0,-0.5884687157697406,3,-0.3995110818202159,1,-0.8451196140438427,-0.6637019504737242,-0.43181011188629986,1,0,0.6166557006869104,15,3,4,0,86
18,-0.9267485006421525,0.0,-0.3419721244264263,3,-0.686367986277757,1,-0.8451196140438427,0.9276983612021512,1.2469439835329823,0,0,-0.6299664675792962,16,3,5,1,328
56,0.35412724499119247,0.0,2.0971976340986953,3,1.106487666581875,2,0.9369804416573035,0.8392872327757136,0.25212674180304356,0,0,-1.8765886358455028,17,3,6,1,2451
64,-0.9267485006421525,0.0,-0.6056661523750881,3,-0.18436840347706004,2,0.9369804416573035,-1.5478132347380993,-1.4266273536162442,1,1,-1.8765886358455028,18,3,0,0,2275
66,0.35412724499119247,0.0,-0.39356443424246884,3,-0.686367986277757,1,-0.8451196140438427,0.8392872327757136,1.1536798671208,1,0,0.6166557006869104,19,3,1,0,1955
2,0.35412724499119247,0.0,1.3892364938452229,3,-0.686367986277757,1,-0.8451196140438427,-1.2825798494587868,-1.0846589267715763,1,1,-0.0066553834461929055,20,3,2,0,995
64,-0.9267485006421525,0.0,-0.7203157297440715,3,-0.9015106646209129,1,-0.8451196140438427,0.7508761043492761,1.0604157507086174,1,0,-0.0066553834461929055,21,3,3,0,1540
64,0.35412724499119247,0.0,-0.35916956103177383,3,-0.11265417736267476,2,0.9369804416573035,-1.1057575926059118,-1.1157469655756431,1,1,-0.0066553834461929055,22,3,4,0,1994
70,0.7810858268689741,0.0,1.7905100146366648,3,-0.5429395340489864,1,-0.8451196140438427,1.1045206180550262,1.4334722163573472,1,0,-0.0066553834461929055,23,3,5,1,2226
64,1.6350029906245374,0.0,2.0971976340986953,3,1.0347734404674898,2,0.9369804416573035,-0.31005743676797404,-0.5561622671025492,0,1,-1.8765886358455028,24,3,6,1,1144
64,-0.07283133688658919,0.0,1.8936946342687497,3,-0.7580822123921422,1,-0.8451196140438427,-0.8405242073265992,-0.6183383447106645,1,1,0.6166557006869104,25,3,0,0,1169
58,0.7810858268689741,0.0,-0.16999775837295125,3,-1.2600817951928394,0,-2.627219669744989,-0.6637019504737242,0.6873592850598882,1,1,-0.6299664675792962,26,3,1,0,1637
59,0.7810858268689741,0.0,-0.6228635889804356,3,-0.3995110818202159,1,-0.8451196140438427,-0.8405242073265992,-0.6183383447106645,1,0,1.2399667848200138,27,3,2,0,531
56,0.09795209586452347,0.0,-0.330507166689528,3,0.604488083781178,2,0.9369804416573035,0.9276983612021512,0.3143028194111589,1,1,1.863277868953117,28,3,3,0,496
64,0.7810858268689741,0.0,-0.5311439270852489,3,-0.9015106646209129,1,-0.8451196140438427,0.6624649759228386,0.9671516342964355,1,0,-1.8765886358455028,29,3,4,0,1887
56,-0.9267485006421525,0.0,-0.737513166349419,3,-0.9015106646209129,1,-0.8451196140438427,-1.2825798494587868,-1.0846589267715763,1,1,0.6166557006869104,30,3,5,1,1331
64,-0.9267485006421525,0.0,-0.261717420268138,3,-0.8297964385065276,1,-0.8451196140438427,-0.3984685651944116,-0.1520177626497528,0,1,-1.8765886358455028,31,3,6,1,1885
57,-0.9267485006421525,0.0,-0.668723419928029,3,-0.8297964385065276,1,-0.8451196140438427,-1.4594021063116618,-1.271187159595941,0,1,-0.6299664675792962,1,4,0,0,1200
64,-0.9267485006421525,0.0,-0.37636699763712134,3,-0.3277968557058306,1,0.9369804416573035,1.2813428749079012,0.5630071298435829,0,0,-0.6299664675792962,2,4,1,0,50
64,-0.9267485006421525,0.0,-0.6171311101119865,3,-0.5429395340489864,1,-0.8451196140438427,0.4856427190699636,0.7806234014720707,0,0,1.2399667848200138,3,4,2,0,1067
64,-0.9267485006421525,0.0,0.036371480891218826,3,-0.9015106646209129,1,-0.8451196140438427,-0.7521130789001617,-0.5250742282984822,0,0,-0.6299664675792962,4,4,3,0,2103
64,-0.9267485006421525,0.0,-0.7088507720071732,3,-0.3277968557058306,1,0.9369804416573035,-0.8405242073265992,-0.9292187327512786,0,0,-0.6299664675792962,5,4,4,0,1742
58,-0.9267485006421525,0.0,-0.7260482086125207,3,2.361486623583618,2,0.9369804416573035,1.4581651317607762,0.6873592850598882,1,1,-0.6299664675792962,6,4,5,1,1485
70,-0.9267485006421525,0.0,-0.2387875047943413,3,-0.686367986277757,1,-0.8451196140438427,0.3972315906435261,0.6873592850598882,1,1,-0.0066553834461929055,7,4,6,1,1288
64,-0.9267485006421525,0.0,-0.3133097300841805,3,-0.9015106646209129,1,-0.8451196140438427,-0.22164630834153654,0.03451047017461183,1,1,1.2399667848200138,8,4,0,0,517
18,-0.9267485006421525,0.0,-0.7203157297440715,3,2.361486623583618,2,0.9369804416573035,-0.13323517991509903,-0.43181011188629986,1,1,1.863277868953117,9,4,1,0,1086
64,-0.9267485006421525,0.0,-0.21012511045209545,3,-0.5429395340489864,1,-0.8451196140438427,0.22040933379065103,0.5008310522355237,1,0,0.6166557006869104,10,4,2,0,1918
64,-0.9267485006421525,0.0,0.4376450016826607,3,-0.3277968557058306,1,0.9369804416573035,1.5465762601872137,0.7495353626679478,1,0,0.6166557006869104,11,4,3,0,94
59,-0.9267485006421525,0.0,2.0971976340986953,3,-0.686367986277757,1,-0.8451196140438427,-0.22164630834153654,0.03451047017461183,0,0,0.6166557006869104,12,4,4,0,1893
64,-0.9267485006421525,0.0,0.1682184948655497,3,-0.8297964385065276,1,-0.8451196140438427,0.4856427190699636,0.7806234014720707,1,0,-1.2532775517123995,13,4,5,1,837
56,-0.9267485006421525,0.0,-0.6515259833226815,3,2.361486623583618,2,0.9369804416573035,-1.2825798494587868,-1.2400991207918741,0,1,1.2399667848200138,14,4,6,1,2274
64,-0.9267485006421525,0.0,-0.10120801195156123,3,-0.3277968557058306,1,0.9369804416573035,-1.4594021063116618,-1.3644512760081233,0,0,0.6166557006869104,15,4,0,0,1450
64,-0.9267485006421525,0.0,-0.668723419928029,3,-0.5429395340489864,1,-0.8451196140438427,0.7508761043492761,1.0604157507086174,1,0,-0.6299664675792962,16,4,1,0,1157
70,-0.9267485006421525,0.0,1.3032493108184853,3,-0.3277968557058306,1,0.9369804416573035,1.1929317464814637,0.5008310522355237,1,1,-0.0066553834461929055,17,4,2,0,1766
64,-0.9267485006421525,0.0,-0.6973858142702748,3,-0.686367986277757,1,-0.8451196140438427,-0.31005743676797404,-0.05875364623757039,1,0,-0.0066553834461929055,18,4,3,0,1256
64,-0.9267485006421525,0.0,-0.5311439270852489,3,-0.7580822123921422,1,-0.8451196140438427,-0.3984685651944116,-0.1520177626497528,1,0,-0.6299664675792962,19,4,4,0,972
70,1.2080444087467557,0.0,2.0971976340986953,1,-0.3995110818202159,1,-0.8451196140438427,-1.6362243631645368,-1.4577153924203055,1,1,-1.2532775517123995,20,4,5,1,201
64,0.7810858268689741,0.0,2.0971976340986953,1,-0.11265417736267476,2,0.9369804416573035,1.1929317464814637,0.5008310522355237,1,0,-1.2532775517123995,21,4,6,1,708
64,1.2080444087467557,0.0,2.0971976340986953,1,0.17420272709486637,2,0.9369804416573035,-1.1057575926059118,-1.1157469655756431,1,1,-0.6299664675792962,22,4,0,0,49
70,0.7810858268689741,0.0,2.0971976340986953,1,-0.5429395340489864,1,-0.8451196140438427,-0.6637019504737242,-0.43181011188629986,0,0,-0.6299664675792962,23,4,1,0,1816
64,0.35412724499119247,0.0,-0.5712712791643931,1,-0.9015106646209129,1,-0.8451196140438427,-1.1057575926059118,-0.8981306939472116,1,0,0.6166557006869104,24,4,2,0,2248
64,0.35412724499119247,0.0,0.036371480891218826,1,-0.686367986277757,1,-0.8451196140438427,0.8392872327757136,1.1536798671208,1,0,-1.2532775517123995,25,4,3,0,267
64,0.7810858268689741,0.0,2.0971976340986953,1,-0.5429395340489864,1,-0.8451196140438427,1.0161094896285887,1.3402080999451649,0,0,-0.0066553834461929055,26,4,4,0,1134
58,1.6350029906245374,0.0,2.0971976340986953,1,0.3893454054380222,2,0.9369804416573035,1.3697540033343387,0.625183207451829,1,0,-0.6299664675792962,27,4,5,1,2047
70,0.7810858268689741,0.0,1.830637366715809,1,0.8913449882387192,2,0.9369804416573035,0.8392872327757136,0.25212674180304356,1,1,-0.6299664675792962,28,4,6,1,1954
59,1.6350029906245374,0.0,2.0971976340986953,1,0.24591695320925164,2,0.9369804416573035,-1.7246354915909743,-1.550979508832488,0,1,1.2399667848200138,29,4,0,0,2366
58,1.2080444087467557,0.0,-0.45088922292696054,1,-0.8297964385065276,1,-0.8451196140438427,1.6349873886136512,1.993056914830441,1,0,-1.2532775517123995,30,4,1,0,2239
64,2.061961572502319,0.0,-0.41649434971626553,1,-0.11265417736267476,2,0.9369804416573035,-0.31005743676797404,-0.5561622671025492,1,1,-0.0066553834461929055,1,5,2,0,1807
70,0.7810858268689741,0.0,2.0971976340986953,1,-0.25608262959144534,2,0.9369804416573035,-0.04482405148866151,-0.36963403427818453,1,1,-0.6299664675792962,2,5,3,0,1553
64,-0.9267485006421525,0.0,-0.04961570213551871,1,-0.8297964385065276,1,-0.8451196140438427,0.30882046221708853,0.5940951686477057,1,1,-0.0066553834461929055,3,5,4,0,1120
64,0.35412724499119247,0.0,-0.3247746878210788,1,-0.3277968557058306,1,0.9369804416573035,0.13199820536421353,-0.24528187906193524,1,1,-0.0066553834461929055,4,5,5,1,999
59,0.35412724499119247,0.0,1.2344595643970953,1,-0.9015106646209129,1,-0.8451196140438427,0.7508761043492761,1.0604157507086174,1,0,-1.8765886358455028,5,5,6,1,305
58,0.7810858268689741,0.0,0.21407832581314307,1,-0.686367986277757,1,-0.8451196140438427,0.13199820536421353,0.4075669358233413,0,0,-0.6299664675792962,6,5,0,0,1993
64,-0.9267485006421525,0.0,1.2172621277917477,1,1.1782018926962603,2,0.9369804416573035,-1.0173464641794743,-1.0535708879675094,1,1,1.2399667848200138,7,5,1,0,1486
59,0.26873552861563615,0.0,0.4376450016826607,1,2.361486623583618,2,0.9369804416573035,1.4581651317607762,0.6873592850598882,1,1,-1.2532775517123995,8,5,2,0,1567
64,0.7810858268689741,0.0,-0.737513166349419,1,2.361486623583618,2,0.9369804416573035,-0.9289353357530367,-0.9913948103593938,0,1,-0.0066553834461929055,9,5,3,0,1521
67,0.9518692596200867,0.0,-0.04961570213551871,1,-0.686367986277757,1,-0.8451196140438427,1.3697540033343387,1.713264565593894,0,0,-1.2532775517123995,10,5,4,0,2102
64,0.35412724499119247,0.0,-0.5426088848221473,1,0.10248850098048108,2,0.9369804416573035,1.4581651317607762,0.6873592850598882,1,0,1.863277868953117,11,5,5,1,1044
18,0.7810858268689741,0.0,-0.3075772512157313,1,-0.8297964385065276,1,-0.8451196140438427,0.6624649759228386,0.9671516342964355,0,0,-0.0066553834461929055,12,5,6,1,1745
64,0.7810858268689741,0.0,0.3000655088398806,1,-0.47122530793460116,1,-0.8451196140438427,0.6624649759228386,0.9671516342964355,1,0,0.6166557006869104,13,5,0,0,1575
64,-0.07283133688658919,0.0,0.552294579051644,1,0.24591695320925164,2,0.9369804416573035,0.043587076937776005,-0.3074579566700506,1,1,0.6166557006869104,14,5,1,0,724
64,0.35412724499119247,0.0,-0.2846473357419346,1,0.17420272709486637,2,0.9369804416573035,0.30882046221708853,-0.12092972384568572,0,0,1.2399667848200138,15,5,2,0,2009
64,-0.07283133688658919,0.0,-0.3419721244264263,1,-0.686367986277757,1,-0.8451196140438427,1.7233985170400887,2.0863210312426235,1,0,1.2399667848200138,16,5,3,0,581
69,-0.9267485006421525,0.0,2.0971976340986953,1,-0.686367986277757,1,-0.8451196140438427,-1.6362243631645368,-1.4577153924203055,1,0,0.6166557006869104,17,5,4,0,252
64,0.35412724499119247,0.0,2.0971976340986953,1,0.17420272709486637,2,0.9369804416573035,-1.1057575926059118,-1.1157469655756431,0,1,-0.6299664675792962,18,5,5,1,416
64,-0.9267485006421525,0.0,-0.737513166349419,1,0.17420272709486637,2,0.9369804416573035,0.5740538474964011,0.06559850897867892,0,0,-0.0066553834461929055,19,5,6,1,2018
64,0.7810858268689741,0.0,-0.7145832508756224,1,-0.25608262959144534,2,0.9369804416573035,0.13199820536421353,-0.24528187906193524,0,1,-1.2532775517123995,20,5,0,0,1943
64,0.7810858268689741,0.0,-0.7145832508756224,1,-0.9732248907352982,1,-0.8451196140438427,1.4581651317607762,1.8065286820060764,0,0,-0.0066553834461929055,21,5,1,0,705
1,-0.9267485006421525,0.0,0.10516122731260887,1,-0.25608262959144534,2,0.9369804416573035,0.5740538474964011,0.06559850897867892,1,1,-1.8765886358455028,22,5,2,0,624
64,-0.07283133688658919,0.0,-0.668723419928029,1,-0.5429395340489864,1,-0.8451196140438427,0.7508761043492761,1.0604157507086174,0,0,-0.6299664675792962,23,5,3,0,953
64,-0.9267485006421525,0.0,0.8446510013425517,1,0.3893454054380222,2,0.9369804416573035,-1.5478132347380993,-1.4266273536162442,0,1,-0.6299664675792962,24,5,4,0,566
64,0.7810858268689741,0.0,0.7471988605789158,1,0.4610596315524075,2,0.9369804416573035,-0.6637019504737242,-0.8048665775350292,0,1,0.6166557006869104,25,5,5,1,1432
64,0.09795209586452347,0.0,-0.1814627161098496,1,0.17420272709486637,2,0.9369804416573035,-0.9289353357530367,-0.9913948103593938,0,0,-0.0066553834461929055,26,5,6,1,1729
64,0.35412724499119247,0.0,0.27140311449763477,1,0.9630592143531045,2,0.9369804416573035,1.3697540033343387,0.625183207451829,0,0,-0.0066553834461929055,27,5,0,0,686
64,1.6350029906245374,0.0,-0.6572584621911306,1,-0.3995110818202159,1,-0.8451196140438427,-1.0173464641794743,-0.8048665775350292,1,0,0.6166557006869104,28,5,1,0,858
64,0.7810858268689741,0.0,0.9707655364484334,1,-0.8297964385065276,1,-0.8451196140438427,0.5740538474964011,0.873887517884253,0,0,-0.6299664675792962,29,5,2,0,2060
19,1.6350029906245374,0.0,-0.1470678428991546,1,-0.5429395340489864,1,-0.8451196140438427,1.1929317464814637,1.5267363327695291,1,0,0.6166557006869104,30,5,3,0,1164
